sale_date,store_name,city,state,sku,product_name,category,quantity,unit_price,discount
2025-08-17,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,2,413.57,56.06
2025-08-24,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,10,80.96,28.23
2025-12-06,Loja Batel,Curitiba,PR,SKU-007,Headset Gamer,Áudio,11,238.87,0.0
2025-01-04,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,6,91.96,0.0
2025-08-24,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,16,51.07,43.77
2025-10-02,Loja Asa Norte,Brasília,DF,SKU-007,Headset Gamer,Áudio,9,255.8,0.0
2025-06-12,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,22,157.16,0.0
2025-08-11,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,10,57.56,24.04
2025-10-06,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,22,133.38,0.0
2025-02-28,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,19,205.82,0.0
2025-06-20,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-010,Cabo HDMI 2m,Cabos,18,34.04,0.0
2025-08-24,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,1,69.55,0.0
2025-09-17,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,16,148.77,0.0
2025-07-12,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,20,119.78,102.52
2025-06-21,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,18,68.77,79.51
2025-01-08,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,8,87.47,0.0
2025-01-13,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,1,70.98,4.1
2025-10-02,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,20,36.43,51.36
2025-03-18,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,16,133.32,312.89
2025-10-30,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,1,114.83,8.13
2025-05-20,Loja Centro SP,São Paulo,SP,SKU-011,Carregador USB-C 65W,Energia,20,120.15,0.0
2025-04-20,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,25,35.75,0.0
2025-06-21,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,3,113.97,18.32
2025-07-05,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,7,68.28,18.7
2025-05-13,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,7,121.1,0.0
2025-09-20,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,19,57.27,0.0
2025-11-15,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,20,60.31,189.84
2025-11-13,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,17,129.57,0.0
2025-06-22,Loja Centro SP,São Paulo,SP,SKU-008,Caixa de Som Bluetooth,Áudio,22,152.08,507.94
2025-04-04,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,3,35.26,0.0
2025-03-13,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,16,416.55,0.0
2025-03-17,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,10,88.01,0.0
2025-11-27,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,10,59.21,35.18
2025-11-13,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,19,261.04,151.74
2025-07-30,Loja Batel,Curitiba,PR,SKU-014,Filtro de Tela Privacidade,Acessórios,19,142.89,121.96
2025-10-15,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,25,61.61,0.0
2025-05-16,Loja Centro SP,São Paulo,SP,SKU-015,Luz LED para Mesa,Iluminação,23,186.62,240.92
2025-03-23,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,24,187.72,0.0
2025-08-22,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,6,131.33,27.91
2025-02-02,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-010,Cabo HDMI 2m,Cabos,2,34.79,0.0
2025-02-14,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,2,76.27,0.0
2025-05-11,Loja Savassi,Belo Horizonte,MG,SKU-004,Suporte Monitor,Mobiliário,3,125.52,11.93
2025-07-12,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,10,86.79,0.0
2025-01-13,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,16,146.36,0.0
2025-07-24,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,21,121.25,129.52
2025-04-13,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,25,87.02,0.0
2025-10-28,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,6,78.89,26.92
2025-01-20,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,16,71.84,50.26
2025-12-20,Loja Asa Norte,Brasília,DF,SKU-007,Headset Gamer,Áudio,23,237.55,0.0
2025-06-12,Loja Asa Norte,Brasília,DF,SKU-005,Webcam Full HD,Periféricos,9,203.33,0.0
2025-12-23,Loja Asa Norte,Brasília,DF,SKU-002,Teclado Mecânico,Periféricos,13,196.82,0.0
2025-08-22,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,8,66.89,0.0
2025-10-24,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,20,57.44,57.99
2025-01-12,Loja Savassi,Belo Horizonte,MG,SKU-002,Teclado Mecânico,Periféricos,17,190.61,0.0
2025-06-11,Loja Batel,Curitiba,PR,SKU-007,Headset Gamer,Áudio,3,250.83,0.0
2025-09-29,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,19,117.57,0.0
2025-01-02,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,9,147.56,88.3
2025-08-27,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,5,48.37,18.97
2025-01-27,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,20,58.58,51.33
2025-10-08,Loja Centro SP,São Paulo,SP,SKU-002,Teclado Mecânico,Periféricos,17,196.21,0.0
2025-07-28,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-003,Hub USB-C,Acessórios,11,79.05,0.0
2025-12-01,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,25,179.65,0.0
2025-01-27,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,8,160.78,80.13
2025-08-10,Loja Asa Norte,Brasília,DF,SKU-007,Headset Gamer,Áudio,21,245.59,178.07
2025-10-14,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,12,62.18,28.9
2025-06-22,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,25,33.36,51.72
2025-08-27,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-010,Cabo HDMI 2m,Cabos,21,36.47,34.51
2025-01-31,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,20,252.56,0.0
2025-09-22,Loja Batel,Curitiba,PR,SKU-005,Webcam Full HD,Periféricos,10,195.21,273.69
2025-11-29,Loja Centro SP,São Paulo,SP,SKU-011,Carregador USB-C 65W,Energia,19,124.54,0.0
2025-11-19,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,9,154.15,53.45
2025-01-07,Loja Asa Norte,Brasília,DF,SKU-005,Webcam Full HD,Periféricos,8,194.69,120.47
2025-07-23,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,13,243.18,0.0
2025-05-15,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,17,153.11,0.0
2025-10-07,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,21,69.22,91.15
2025-09-13,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,4,410.15,0.0
2025-07-26,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,14,52.02,0.0
2025-06-09,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,25,188.47,0.0
2025-06-19,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,25,71.59,105.25
2025-10-29,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,25,117.04,127.72
2025-05-19,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,15,258.69,0.0
2025-09-10,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,9,34.68,16.79
2025-04-06,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,22,155.1,0.0
2025-07-29,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-011,Carregador USB-C 65W,Energia,17,118.26,133.38
2025-07-30,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,16,50.44,0.0
2025-12-16,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,23,121.2,0.0
2025-09-16,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,17,248.0,0.0
2025-09-16,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,15,403.47,214.04
2025-02-12,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,18,176.08,0.0
2025-12-01,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,2,50.72,0.0
2025-09-06,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,12,50.73,0.0
2025-12-15,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,13,90.75,0.0
2025-10-09,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,3,148.3,0.0
2025-12-04,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,23,399.58,0.0
2025-08-01,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,7,67.23,37.62
2025-04-27,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,19,66.92,0.0
2025-04-26,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,22,51.64,45.75
2025-04-02,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,11,71.11,0.0
2025-01-31,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,25,81.0,0.0
2025-11-14,Loja Centro SP,São Paulo,SP,SKU-008,Caixa de Som Bluetooth,Áudio,18,159.1,0.0
2025-09-05,Loja Asa Norte,Brasília,DF,SKU-005,Webcam Full HD,Periféricos,2,205.29,0.0
2025-07-09,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,25,188.35,155.34
2025-07-08,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,19,52.24,53.36
2025-10-28,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,21,153.25,0.0
2025-02-09,Loja Batel,Curitiba,PR,SKU-014,Filtro de Tela Privacidade,Acessórios,5,152.22,0.0
2025-11-26,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,25,69.77,0.0
2025-12-21,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,24,178.1,787.8
2025-08-22,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,7,92.32,22.82
2025-07-01,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,1,77.37,0.0
2025-08-05,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,13,381.37,278.22
2025-08-27,Loja Asa Norte,Brasília,DF,SKU-002,Teclado Mecânico,Periféricos,25,192.16,724.22
2025-08-03,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,21,62.8,0.0
2025-12-22,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,24,261.81,0.0
2025-03-21,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,20,57.88,52.05
2025-07-20,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,3,71.5,0.0
2025-01-08,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,17,118.38,0.0
2025-06-02,Loja Batel,Curitiba,PR,SKU-012,SSD Externo 1TB,Armazenamento,24,403.04,340.27
2025-08-20,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,3,418.21,45.79
2025-01-16,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,20,124.95,0.0
2025-08-08,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,15,398.63,0.0
2025-02-14,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,11,204.83,120.35
2025-02-01,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,18,77.82,0.0
2025-03-02,Loja Batel,Curitiba,PR,SKU-015,Luz LED para Mesa,Iluminação,21,177.2,184.56
2025-12-22,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,8,51.23,0.0
2025-08-15,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,6,119.58,0.0
2025-04-28,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,13,247.99,0.0
2025-06-09,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,1,91.91,16.75
2025-09-16,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,13,59.86,0.0
2025-03-20,Loja Savassi,Belo Horizonte,MG,SKU-009,Mousepad Gamer XL,Acessórios,20,87.92,63.2
2025-06-29,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,17,58.85,0.0
2025-11-26,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,16,246.84,0.0
2025-06-03,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,10,184.37,105.81
2025-01-01,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,8,51.11,0.0
2025-09-10,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,12,183.38,0.0
2025-07-28,Loja Centro SP,São Paulo,SP,SKU-008,Caixa de Som Bluetooth,Áudio,10,154.57,50.59
2025-07-05,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-009,Mousepad Gamer XL,Acessórios,20,92.28,118.55
2025-08-22,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,16,412.62,0.0
2025-09-15,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,9,153.59,186.31
2025-06-23,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,4,79.16,0.0
2025-01-27,Loja Centro SP,São Paulo,SP,SKU-015,Luz LED para Mesa,Iluminação,25,179.01,0.0
2025-12-29,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,10,387.12,0.0
2025-11-24,Loja Asa Norte,Brasília,DF,SKU-007,Headset Gamer,Áudio,10,253.6,105.12
2025-11-09,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,8,127.37,0.0
2025-01-10,Loja Savassi,Belo Horizonte,MG,SKU-002,Teclado Mecânico,Periféricos,18,188.82,0.0
2025-11-09,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,14,58.81,102.47
2025-10-09,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,4,69.92,14.86
2025-07-03,Loja Batel,Curitiba,PR,SKU-005,Webcam Full HD,Periféricos,16,208.07,0.0
2025-08-29,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,18,80.52,49.75
2025-10-18,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,18,116.36,127.57
2025-05-17,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,14,135.27,128.73
2025-10-27,Loja Batel,Curitiba,PR,SKU-010,Cabo HDMI 2m,Cabos,16,35.2,0.0
2025-02-07,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,8,167.58,0.0
2025-06-22,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,1,58.34,6.34
2025-09-20,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-008,Caixa de Som Bluetooth,Áudio,10,158.79,86.34
2025-04-20,Loja Batel,Curitiba,PR,SKU-002,Teclado Mecânico,Periféricos,8,195.13,0.0
2025-07-25,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,23,144.48,186.72
2025-04-10,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,13,115.75,0.0
2025-05-19,Loja Batel,Curitiba,PR,SKU-010,Cabo HDMI 2m,Cabos,8,35.95,0.0
2025-04-16,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,21,51.64,0.0
2025-08-29,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,1,149.34,9.98
2025-07-12,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,18,114.63,153.76
2025-11-29,Loja Savassi,Belo Horizonte,MG,SKU-004,Suporte Monitor,Mobiliário,17,129.72,319.91
2025-05-29,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,13,154.8,121.89
2025-11-02,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,21,50.36,194.64
2025-08-01,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,21,59.0,0.0
2025-12-24,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,21,34.45,0.0
2025-07-05,Loja Batel,Curitiba,PR,SKU-005,Webcam Full HD,Periféricos,15,192.11,125.66
2025-10-27,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,11,57.76,0.0
2025-03-18,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,6,34.61,15.92
2025-08-24,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,24,49.09,0.0
2025-09-04,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,7,114.16,0.0
2025-01-10,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,1,125.89,24.25
2025-07-06,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,18,69.15,0.0
2025-12-13,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,9,34.02,0.0
2025-06-01,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,25,153.73,115.72
2025-10-20,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,10,33.97,0.0
2025-11-30,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,14,209.55,0.0
2025-09-02,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,22,175.71,0.0
2025-11-06,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,15,407.57,0.0
2025-03-20,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,3,60.22,0.0
2025-06-10,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-008,Caixa de Som Bluetooth,Áudio,14,161.98,0.0
2025-09-27,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,9,116.86,80.82
2025-04-21,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,9,195.69,266.72
2025-04-08,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,3,123.83,27.09
2025-04-23,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,7,383.71,0.0
2025-11-11,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,13,198.4,0.0
2025-03-03,Loja Asa Norte,Brasília,DF,SKU-009,Mousepad Gamer XL,Acessórios,12,88.66,0.0
2025-11-04,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,24,59.43,56.05
2025-05-11,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,9,382.62,227.35
2025-03-25,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,4,61.2,9.03
2025-08-02,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,16,50.63,0.0
2025-11-02,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,11,155.72,121.76
2025-12-05,Loja Asa Norte,Brasília,DF,SKU-014,Filtro de Tela Privacidade,Acessórios,14,148.22,0.0
2025-07-29,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,13,36.47,0.0
2025-11-23,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,21,34.29,46.01
2025-10-10,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,23,119.63,0.0
2025-07-27,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-010,Cabo HDMI 2m,Cabos,17,35.23,39.05
2025-08-29,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,6,176.21,65.44
2025-04-15,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,15,59.76,47.17
2025-08-11,Loja Batel,Curitiba,PR,SKU-010,Cabo HDMI 2m,Cabos,13,36.6,34.56
2025-05-24,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-003,Hub USB-C,Acessórios,2,76.43,0.0
2025-12-08,Loja Centro SP,São Paulo,SP,SKU-011,Carregador USB-C 65W,Energia,2,124.0,0.0
2025-04-01,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,8,257.98,0.0
2025-06-29,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,11,90.21,44.66
2025-06-23,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,9,62.68,0.0
2025-07-24,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-004,Suporte Monitor,Mobiliário,13,125.38,56.05
2025-06-04,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,25,61.16,0.0
2025-06-30,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,3,34.57,0.0
2025-01-24,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,5,33.69,0.0
2025-08-27,Loja Savassi,Belo Horizonte,MG,SKU-004,Suporte Monitor,Mobiliário,11,129.05,105.76
2025-12-17,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,23,124.55,0.0
2025-05-17,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,6,143.25,0.0
2025-04-20,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,4,86.42,0.0
2025-07-29,Loja Batel,Curitiba,PR,SKU-007,Headset Gamer,Áudio,24,245.1,307.73
2025-08-04,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,10,194.23,0.0
2025-07-03,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,14,156.83,0.0
2025-05-31,Loja Savassi,Belo Horizonte,MG,SKU-009,Mousepad Gamer XL,Acessórios,3,90.34,21.18
2025-04-09,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,13,36.07,26.74
2025-11-22,Loja Savassi,Belo Horizonte,MG,SKU-002,Teclado Mecânico,Periféricos,19,193.94,0.0
2025-08-06,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,4,69.49,0.0
2025-04-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-008,Caixa de Som Bluetooth,Áudio,18,161.22,0.0
2025-05-16,Loja Centro SP,São Paulo,SP,SKU-015,Luz LED para Mesa,Iluminação,3,185.43,0.0
2025-11-11,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,9,79.43,34.28
2025-04-24,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,11,47.45,41.45
2025-03-21,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,11,246.73,0.0
2025-07-28,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,19,183.82,592.38
2025-09-26,Loja Asa Norte,Brasília,DF,SKU-009,Mousepad Gamer XL,Acessórios,17,93.79,94.1
2025-03-16,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,21,47.81,43.41
2025-07-26,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,16,82.71,0.0
2025-01-22,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,23,184.75,0.0
2025-05-28,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,1,72.63,4.59
2025-06-12,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,10,116.72,87.55
2025-09-27,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,7,76.76,77.35
2025-06-05,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,24,70.52,116.46
2025-04-20,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,7,33.64,16.55
2025-02-20,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,12,60.89,123.25
